TransactionId,TransactionDate,CustomerId
2297,2019-02-20,1352
2298,2019-11-07,475
2299,2019-10-13,1759
2300,2019-08-05,2338
2301,2019-05-09,1152
2302,2019-11-01,1908
2303,2019-06-08,687
2304,2019-11-20,2838
2305,2019-05-18,2660
2306,2019-05-22,1796
2307,2019-05-16,2318
2308,2019-12-08,125
2309,2019-09-15,2678
2310,2019-11-26,166
2311,2019-07-23,1691
2312,2019-07-09,2121
2313,2019-04-08,1862
2314,2019-02-06,1762
2315,2019-04-08,269
2316,2019-12-08,1457
2317,2019-12-03,2851
2318,2019-03-07,2508
2319,2019-12-20,309
2320,2019-02-03,1296
2321,2019-06-16,515
2322,2019-06-22,2497
2323,2019-07-14,536
2324,2019-12-24,1051
2325,2019-01-21,2015
2326,2019-07-08,1797
2327,2019-05-13,198
2328,2019-07-09,960
2329,2019-12-04,1720
2330,2019-12-18,2190
2331,2019-11-21,2541
2332,2019-11-04,2196
2333,2019-07-10,1233
2334,2019-03-04,1997
2335,2019-10-25,201
2336,2019-03-09,2753
2337,2019-08-07,2660
2338,2019-11-29,1488
2339,2019-07-17,2727
2340,2019-12-07,822
2341,2019-06-29,1966
2342,2019-08-13,1994
2343,2019-03-25,1384
2344,2019-07-16,2475
2345,2019-12-10,1700
2346,2019-11-29,2849
2347,2019-09-02,1801
2348,2019-04-06,1097
2349,2019-09-10,1027
2350,2019-02-13,725
2351,2019-09-18,1705
2352,2019-07-27,2991
2353,2019-05-14,2682
2354,2019-10-06,2373
2355,2019-10-12,1379
2356,2019-04-03,1484
2357,2019-12-20,2452
2358,2019-04-19,2288
2359,2019-08-08,2705
2360,2019-07-12,2820
2361,2019-10-21,2756
2362,2019-12-12,2678
2363,2019-10-24,1527
2364,2019-12-23,2598
2365,2019-02-09,573
2366,2019-04-22,364
2367,2019-10-11,2627
2368,2019-06-03,1299
2369,2019-08-15,1175
2370,2019-06-02,2584
2371,2019-08-13,1143
2372,2019-05-17,1958
2373,2019-07-13,1449
2374,2019-07-04,1933
2375,2019-11-07,14
2376,2019-07-20,1937
2377,2019-11-16,685
2378,2019-04-16,2093
2379,2019-10-30,1687
2380,2019-10-18,1319
2381,2019-11-21,208
2382,2019-03-06,2662
2383,2019-03-19,2229
2384,2019-10-22,2001
2385,2019-05-15,1676
2386,2019-11-11,389
2387,2019-05-15,1228
2388,2019-09-23,2767
2389,2019-09-20,40
2390,2019-06-15,2666
2391,2019-08-08,2301
2392,2019-08-17,2516
2393,2019-03-29,974
2394,2019-12-02,1300
2395,2019-11-29,746
2396,2019-08-21,1475
2397,2019-05-21,342
2398,2019-11-11,321
2399,2019-04-14,1515
2400,2019-03-22,2816
2401,2019-04-29,2083
2402,2019-09-10,2438
2403,2019-04-06,76
2404,2019-02-18,1175
2405,2019-11-26,2589
2406,2019-04-12,675
2407,2019-07-17,1005
2408,2019-11-05,27
2409,2019-11-17,2864
2410,2019-09-03,169
2411,2019-07-15,2052
2412,2019-12-22,479
2413,2019-05-22,1362
2414,2019-02-14,2701
2415,2019-01-25,825
2416,2019-07-18,1192
2417,2019-06-02,1012
2418,2019-03-08,2346
2419,2019-07-06,2313
2420,2019-02-21,619
2421,2019-11-02,1075
2422,2019-03-07,1039
2423,2019-09-24,2328
2424,2019-08-31,813
2425,2019-01-08,2000
2426,2019-04-07,555
2427,2019-04-22,2504
2428,2019-12-08,2031
2429,2019-01-17,448
2430,2019-01-30,603
2431,2019-06-25,1238
2432,2019-02-14,1750
2433,2019-01-18,2638
2434,2019-01-16,1283
2435,2019-11-03,1278
2436,2019-11-07,1095
2437,2019-01-17,1395
2438,2019-03-13,896
2439,2019-02-26,458
2440,2019-09-17,2978
2441,2019-08-18,843
2442,2019-11-01,1939
2443,2019-12-02,1227
2444,2019-02-16,122
2445,2019-02-24,1146
2446,2019-02-15,2840
2447,2019-02-15,2772
2448,2019-06-21,648
2449,2019-01-01,2413
2450,2019-08-27,1725
2451,2019-09-21,738
2452,2019-05-27,2998
2453,2019-10-19,649
2454,2019-06-25,1180
2455,2019-06-13,2504
2456,2019-02-02,940
2457,2019-09-24,1211
2458,2019-05-10,2474
2459,2019-03-26,1201
2460,2019-03-30,1704
2461,2019-02-17,2549
2462,2019-06-16,1330
2463,2019-07-03,497
2464,2019-10-29,869
2465,2019-11-24,1877
2466,2019-08-27,1420
2467,2019-02-02,2647
2468,2019-05-12,1568
2469,2019-12-21,135
2470,2019-01-21,2765
2471,2019-09-07,2649
2472,2019-09-19,1545
2473,2019-04-04,1620
2474,2019-08-04,1848
2475,2019-08-18,1774
2476,2019-10-28,2384
2477,2019-11-29,1821
2478,2019-09-16,523
2479,2019-10-23,411
2480,2019-02-21,2495
2481,2019-02-18,2693
2482,2019-05-27,1367
2483,2019-06-24,2736
2484,2019-05-07,178
2485,2019-10-27,2703
2486,2019-09-22,124
2487,2019-09-12,1096
2488,2019-12-06,1088
2489,2019-10-16,892
2490,2019-09-30,95
2491,2019-03-23,1763
2492,2019-05-02,1383
2493,2019-04-03,1596
2494,2019-10-28,804
2495,2019-01-10,1162
2496,2019-12-08,2427
2497,2019-02-17,1141
2498,2019-03-01,87
2499,2019-10-21,1761
2500,2019-10-04,898
2501,2019-01-09,1606
2502,2019-10-03,112
2503,2019-04-09,2120
2504,2019-11-07,316
2505,2019-02-12,1723
2506,2019-08-14,199
2507,2019-11-12,2346
2508,2019-02-23,158
2509,2019-01-08,1830
2510,2019-07-07,621
2511,2019-02-20,41
2512,2019-01-22,55
2513,2019-11-09,34
2514,2019-03-10,50
2515,2019-06-12,1352
2516,2019-02-01,292
2517,2019-05-12,1634
2518,2019-09-22,918
2519,2019-06-30,239
2520,2019-01-18,1039
2521,2019-02-12,2210
2522,2019-11-01,1904
2523,2019-11-01,234
2524,2019-10-10,991
2525,2019-09-07,1904
2526,2019-02-17,2010
2527,2019-02-07,1143
2528,2019-09-27,2576
2529,2019-12-11,852
2530,2019-04-26,2311
2531,2019-10-11,950
2532,2019-03-07,1734
2533,2019-05-18,2507
2534,2019-08-22,352
2535,2019-01-30,2397
2536,2019-11-28,1955
2537,2019-03-10,550
2538,2019-07-13,2912
2539,2019-07-25,1204
2540,2019-02-17,1422
2541,2019-09-30,306
2542,2019-06-28,1347
2543,2019-10-18,179
2544,2019-05-17,872
2545,2019-10-30,1854
2546,2019-08-04,2056
2547,2019-01-11,2548
2548,2019-12-24,538
2549,2019-07-10,774
2550,2019-05-24,2942
2551,2019-09-16,864
2552,2019-04-03,2875
2553,2019-10-22,945
2554,2019-09-27,1997
2555,2019-10-19,2328
2556,2019-05-25,2864
2557,2019-02-21,171
2558,2019-03-28,708
2559,2019-10-13,1320
2560,2019-04-16,749
2561,2019-12-28,1471
2562,2019-06-13,2466
2563,2019-05-29,2265
2564,2019-03-16,2586
2565,2019-07-14,273
2566,2019-08-09,378
2567,2019-09-21,2969
2568,2019-12-06,1071
2569,2019-12-09,784
2570,2019-12-01,2509
2571,2019-05-13,2417
2572,2019-07-22,290
2573,2019-04-10,2343
2574,2019-03-29,391
2575,2019-01-16,1449
2576,2019-02-02,157
2577,2019-12-29,2132
2578,2019-10-20,132
2579,2019-05-30,516
2580,2019-03-25,1344
2581,2019-11-28,2794
2582,2019-07-22,2566
2583,2019-11-20,254
2584,2019-01-05,1148
2585,2019-10-20,1893
2586,2019-02-14,564
2587,2019-04-10,1863
2588,2019-08-13,2339
2589,2019-08-26,2359
2590,2019-09-19,1884
2591,2019-08-01,2792
2592,2019-12-07,2524
2593,2019-09-10,2119
2594,2019-11-28,933
2595,2019-03-27,1877
2596,2019-08-30,1636
2597,2019-01-27,849
2598,2019-10-26,2611
2599,2019-08-16,589
2600,2019-05-27,1008
2601,2019-04-11,1592
2602,2019-01-16,425
2603,2019-10-19,2706
2604,2019-08-13,1520
2605,2019-12-07,442
2606,2019-08-20,977
2607,2019-04-13,640
2608,2019-03-27,1977
2609,2019-01-10,853
2610,2019-06-20,536
2611,2019-03-01,1187
2612,2019-12-03,2191
2613,2019-08-27,2433
2614,2019-11-23,2356
2615,2019-05-20,379
2616,2019-09-19,2861
2617,2019-03-30,1413
2618,2019-07-17,2262
2619,2019-12-20,2350
2620,2019-01-31,147
2621,2019-08-01,955
2622,2019-12-23,2279
2623,2019-02-13,2376
2624,2019-08-06,2930
2625,2019-05-15,2177
2626,2019-04-25,2354
2627,2019-06-16,1811
2628,2019-03-25,2502
2629,2019-09-16,147
2630,2019-04-12,2629
2631,2019-07-16,527
2632,2019-09-05,832
2633,2019-03-24,756
2634,2019-02-01,2365
2635,2019-05-12,2845
2636,2019-04-07,1843
2637,2019-04-25,371
2638,2019-03-01,518
2639,2019-02-06,2067
2640,2019-04-25,554
2641,2019-08-22,2656
2642,2019-01-15,1807
2643,2019-05-16,2201
2644,2019-06-23,1096
2645,2019-11-08,2353
2646,2019-03-07,444
2647,2019-09-05,2919
2648,2019-03-21,744
2649,2019-06-05,869
2650,2019-10-14,2331
2651,2019-06-17,2798
2652,2019-12-05,770
2653,2019-10-24,2448
2654,2019-05-17,252
2655,2019-08-18,2739
2656,2019-05-14,2585
2657,2019-05-11,1493
2658,2019-08-08,1195
2659,2019-09-08,1025
2660,2019-05-09,2199
2661,2019-04-27,2023
2662,2019-03-28,1726
2663,2019-07-27,130
2664,2019-10-20,206
2665,2019-01-11,2798
2666,2019-12-28,2974
2667,2019-07-17,277
2668,2019-01-13,918
2669,2019-09-27,2339
2670,2019-12-24,2916
2671,2019-06-10,1747
2672,2019-05-20,671
2673,2019-09-17,711
2674,2019-04-16,1158
2675,2019-12-05,1009
2676,2019-10-04,697
2677,2019-12-21,12
2678,2019-03-24,1088
2679,2019-11-12,957
2680,2019-01-30,2986
2681,2019-01-20,1467
2682,2019-03-19,2009
2683,2019-05-14,339
2684,2019-02-17,2883
2685,2019-08-12,2074
2686,2019-12-27,1007
2687,2019-05-08,1474
2688,2019-05-25,372
2689,2019-02-19,2571
2690,2019-01-18,1468
2691,2019-07-06,790
2692,2019-05-07,48
2693,2019-01-30,1444
2694,2019-04-04,628
2695,2019-04-07,1939
2696,2019-09-24,1431
2697,2019-03-23,48
2698,2019-04-28,1509
2699,2019-01-08,2250
2700,2019-10-13,1863
2701,2019-01-19,272
2702,2019-12-08,1451
2703,2019-06-27,2371
2704,2019-09-04,2436
2705,2019-05-20,1586
2706,2019-06-15,863
2707,2019-05-08,1942
2708,2019-04-24,342
2709,2019-10-15,1870
2710,2019-03-11,1116
2711,2019-03-17,1248
2712,2019-05-26,296
2713,2019-08-20,2952
2714,2019-09-01,1130
2715,2019-03-20,205
2716,2019-08-23,409
2717,2019-11-24,1528
2718,2019-09-27,1618
2719,2019-04-27,619
2720,2019-05-31,1905
2721,2019-03-03,2132
2722,2019-12-09,1633
2723,2019-02-02,2208
2724,2019-05-05,917
2725,2019-05-14,521
2726,2019-07-28,191
2727,2019-11-28,1062
2728,2019-09-15,53
2729,2019-11-18,896
2730,2019-01-11,1515
2731,2019-07-22,452
2732,2019-12-25,1409
2733,2019-01-17,2947
2734,2019-04-15,1128
2735,2019-02-01,820
2736,2019-08-12,2918
2737,2019-02-06,1049
2738,2019-08-24,31
2739,2019-05-14,1354
2740,2019-12-14,2237
2741,2019-07-21,579
2742,2019-09-12,889
2743,2019-09-29,2609
2744,2019-08-20,589
2745,2019-03-03,1689
2746,2019-10-15,378
2747,2019-02-09,992
2748,2019-03-15,115
2749,2019-01-25,2548
2750,2019-08-31,1217
2751,2019-10-14,37
2752,2019-11-09,2553
2753,2019-02-15,389
2754,2019-12-20,1274
2755,2019-02-02,2823
2756,2019-11-09,852
2757,2019-12-21,1305
2758,2019-11-05,1120
2759,2019-08-17,120
2760,2019-03-23,2471
2761,2019-09-13,2893
2762,2019-06-20,145
2763,2019-11-17,2696
2764,2019-02-09,2382
2765,2019-07-04,1466
2766,2019-09-25,2471
2767,2019-08-09,851
2768,2019-01-30,959
2769,2019-12-12,34
2770,2019-09-08,722
2771,2019-03-07,1284
2772,2019-01-07,990
2773,2019-10-11,289
2774,2019-02-15,2174
2775,2019-12-29,1437
2776,2019-01-14,332
2777,2019-08-05,2477
2778,2019-09-20,1641
2779,2019-10-01,2078
2780,2019-05-13,1259
2781,2019-12-14,868
2782,2019-10-11,1324
2783,2019-10-27,1083
2784,2019-06-19,1973
2785,2019-10-01,633
2786,2019-09-17,1208
2787,2019-06-18,1146
2788,2019-05-04,1858
2789,2019-05-12,982
2790,2019-06-30,909
2791,2019-02-10,217
2792,2019-11-20,2220
2793,2019-08-28,713
2794,2019-04-09,2641
2795,2019-01-13,1062
2796,2019-10-09,72
2797,2019-12-13,14
2798,2019-08-10,1675
2799,2019-02-24,1754
2800,2019-04-14,2242
2801,2019-04-25,1610
2802,2019-12-27,1712
2803,2019-03-02,2920
2804,2019-11-21,180
2805,2019-05-11,1759
2806,2019-10-22,514
2807,2019-05-18,2453
2808,2019-03-15,1359
2809,2019-08-13,2932
2810,2019-04-09,2533
2811,2019-05-25,2896
2812,2019-09-19,2123
2813,2019-08-14,1049
2814,2019-04-19,1488
2815,2019-05-30,2756
2816,2019-03-11,2441
2817,2019-08-30,2671
2818,2019-11-12,688
2819,2019-08-02,2463
2820,2019-02-21,494
2821,2019-12-07,1854
2822,2019-10-26,2944
2823,2019-12-28,2258
2824,2019-05-11,1296
2825,2019-04-04,2496
2826,2019-08-13,747
2827,2019-10-05,722
2828,2019-12-16,1561
2829,2019-10-25,1281
2830,2019-01-19,2145
2831,2019-11-16,916
2832,2019-11-07,2199
2833,2019-02-05,615
2834,2019-01-10,806
2835,2019-06-03,704
2836,2019-02-01,1795
2837,2019-05-01,758
2838,2019-12-20,2794
2839,2019-12-20,1128
2840,2019-09-28,2759
2841,2019-01-20,2758
2842,2019-01-04,1673
2843,2019-10-07,361
2844,2019-04-18,2595
2845,2019-06-20,2265
2846,2019-06-11,2527
2847,2019-09-10,2699
2848,2019-04-23,1222
2849,2019-02-24,2881
2850,2019-03-27,2008
2851,2019-03-26,308
2852,2019-06-01,2836
2853,2019-09-05,1119
2854,2019-02-28,2584
2855,2019-12-19,2485
2856,2019-10-03,2484
2857,2019-04-04,2740
2858,2019-04-24,253
2859,2019-12-12,244
2860,2019-06-16,108
2861,2019-01-03,684
2862,2019-06-29,663
2863,2019-06-20,311
2864,2019-03-21,489
2865,2019-12-30,1731
2866,2019-07-15,141
2867,2019-05-21,26
2868,2019-08-04,467
2869,2019-08-24,1677
2870,2019-02-15,526
2871,2019-10-20,1354
2872,2019-11-12,1938
2873,2019-09-01,1283
2874,2019-11-20,1814
2875,2019-04-27,1466
2876,2019-10-14,663
2877,2019-10-21,1907
2878,2019-08-07,134
2879,2019-06-21,324
2880,2019-12-21,818
2881,2019-06-15,1039
2882,2019-06-05,206
2883,2019-07-23,1097
2884,2019-10-20,1502
2885,2019-06-24,2264
2886,2019-09-14,781
2887,2019-09-27,172
2888,2019-03-21,2749
2889,2019-11-17,1644
2890,2019-07-27,2755
2891,2019-05-31,2462
2892,2019-07-15,1496
2893,2019-10-15,2462
2894,2019-12-24,1956
2895,2019-02-26,1914
2896,2019-10-28,1484
2897,2019-09-18,839
2898,2019-04-15,1179
2899,2019-04-02,2351
2900,2019-07-16,2820
2901,2019-10-16,782
2902,2019-03-29,1981
2903,2019-03-10,1419
2904,2019-02-04,1984
2905,2019-01-03,503
2906,2019-03-13,34
2907,2019-11-18,2828
2908,2019-07-26,558
2909,2019-04-27,2651
2910,2019-04-08,312
2911,2019-06-10,2379
2912,2019-01-30,1695
2913,2019-06-24,1519
2914,2019-11-29,2446
2915,2019-09-10,2186
2916,2019-04-27,1307
2917,2019-02-09,2809
2918,2019-03-01,637
2919,2019-02-24,434
2920,2019-01-13,1230
2921,2019-02-08,1149
2922,2019-05-26,393
2923,2019-03-18,2149
2924,2019-08-23,2442
2925,2019-11-14,584
2926,2019-12-11,1475
2927,2019-08-11,1201
2928,2019-02-05,438
2929,2019-11-04,1940
2930,2019-12-26,1277
2931,2019-09-03,486
2932,2019-10-01,2922
2933,2019-06-21,1868
2934,2019-09-13,949
2935,2019-05-16,1229
2936,2019-12-07,1166
2937,2019-04-11,2261
2938,2019-11-03,2221
2939,2019-03-19,2313
2940,2019-02-17,972
2941,2019-02-03,861
2942,2019-01-15,54
2943,2019-03-07,2506
2944,2019-02-05,2254
2945,2019-01-30,13
2946,2019-07-08,932
2947,2019-07-13,1163
2948,2019-04-09,735
2949,2019-01-19,1820
2950,2019-12-13,857
2951,2019-02-04,2881
2952,2019-01-19,2835
2953,2019-09-19,2040
2954,2019-10-18,384
2955,2019-02-18,670
2956,2019-05-28,1680
2957,2019-01-07,1319
2958,2019-10-08,780
2959,2019-02-24,2842
2960,2019-08-10,236
2961,2019-10-02,2689
2962,2019-08-25,790
2963,2019-10-20,793
2964,2019-01-28,2187
2965,2019-06-30,2402
2966,2019-09-26,2332
2967,2019-12-24,197
2968,2019-05-11,642
2969,2019-11-03,661
2970,2019-07-10,2826
2971,2019-04-29,2323
2972,2019-05-15,2520
2973,2019-08-13,619
2974,2019-02-20,2415
2975,2019-10-11,379
2976,2019-05-23,1581
2977,2019-02-13,710
2978,2019-06-12,56
2979,2019-11-24,1022
2980,2019-11-01,1751
2981,2019-12-08,683
2982,2019-10-01,962
2983,2019-07-17,1980
2984,2019-06-22,1462
2985,2019-03-24,1839
2986,2019-04-28,1269
2987,2019-08-31,745
2988,2019-09-23,635
2989,2019-10-09,790
2990,2019-06-13,142
2991,2019-03-02,1273
2992,2019-11-03,899
2993,2019-05-15,1396
2994,2019-01-02,899
2995,2019-02-06,1019
2996,2019-01-20,2400
2997,2019-06-09,2710
2998,2019-03-02,1968
2999,2019-08-18,345
3000,2019-10-23,369
3001,2019-02-12,2496
3002,2019-10-22,2165
3003,2019-12-12,2007
3004,2019-10-03,2270
3005,2019-10-12,1133
3006,2019-12-14,746
3007,2019-02-02,1224
3008,2019-12-25,678
3009,2019-08-25,2759
3010,2019-04-08,2522
3011,2019-11-03,1066
3012,2019-09-12,130
3013,2019-01-24,1366
3014,2019-08-15,1654
3015,2019-11-09,2220
3016,2019-09-23,1751
3017,2019-09-14,1225
3018,2019-06-10,604
3019,2019-09-18,2159
3020,2019-08-26,804
3021,2019-02-15,2488
3022,2019-10-02,2885
3023,2019-12-06,1738
3024,2019-11-24,297
3025,2019-01-09,2843
3026,2019-03-11,847
3027,2019-03-26,1876
3028,2019-07-11,2452
3029,2019-09-27,2545
3030,2019-07-07,2070
3031,2019-10-01,2232
3032,2019-11-15,1994
3033,2019-05-08,1399
3034,2019-09-13,2617
3035,2019-06-19,2710
3036,2019-05-18,2188
3037,2019-11-23,238
3038,2019-10-02,643
3039,2019-04-17,891
3040,2019-03-11,2476
3041,2019-05-07,2004
3042,2019-10-08,1932
3043,2019-02-06,2172
3044,2019-09-02,1009
3045,2019-01-17,463
3046,2019-12-04,2550
3047,2019-02-05,1538
3048,2019-06-02,566
3049,2019-07-07,2928
3050,2019-12-09,1940
3051,2019-07-02,535
3052,2019-07-01,2558
3053,2019-10-30,1446
3054,2019-02-16,2386
3055,2019-09-30,2187
3056,2019-06-22,411
3057,2019-09-05,2834
3058,2019-11-30,1448
3059,2019-07-20,2983
3060,2019-02-24,2521
3061,2019-07-14,596
3062,2019-11-03,1733
3063,2019-08-22,1961
3064,2019-10-08,1002
3065,2019-02-23,2053
3066,2019-02-27,334
3067,2019-05-12,823
3068,2019-12-26,2343
3069,2019-09-06,873
3070,2019-06-27,1496
3071,2019-03-18,358
3072,2019-10-30,2890
3073,2019-08-31,2471
3074,2019-04-28,2915
3075,2019-01-19,733
3076,2019-07-14,2326
3077,2019-02-09,2117
3078,2019-05-07,1650
3079,2019-01-06,843
3080,2019-09-10,2515
3081,2019-10-18,1706
3082,2019-07-23,299
3083,2019-07-13,1643
3084,2019-05-09,946
3085,2019-03-18,2306
3086,2019-12-01,1485
3087,2019-01-16,689
3088,2019-01-26,1648
3089,2019-09-15,1987
3090,2019-10-24,1917
3091,2019-05-14,1179
3092,2019-08-08,744
3093,2019-09-16,2540
3094,2019-12-03,2071
3095,2019-06-04,1452
3096,2019-07-22,1809
3097,2019-02-20,1133
3098,2019-11-20,298
3099,2019-11-10,1920
3100,2019-07-29,1747
3101,2019-12-22,1217
3102,2019-02-07,1426
3103,2019-07-29,501
3104,2019-09-28,1389
3105,2019-10-18,679
3106,2019-02-27,1004
3107,2019-02-26,2275
3108,2019-02-08,1794
3109,2019-04-29,2369
3110,2019-11-17,2571
3111,2019-06-15,1955
3112,2019-08-04,194
3113,2019-02-22,1588
3114,2019-03-30,1567
3115,2019-10-28,2547
3116,2019-04-26,2025
3117,2019-06-25,2997
3118,2019-12-08,1088
3119,2019-04-22,864
3120,2019-06-03,2352
3121,2019-06-06,849
3122,2019-07-01,1050
3123,2019-02-23,224
3124,2019-12-17,2799
3125,2019-01-26,319
3126,2019-10-09,1602
3127,2019-05-27,618
3128,2019-03-03,2130
3129,2019-07-24,2114
3130,2019-12-03,1111
3131,2019-01-29,1853
3132,2019-01-01,642
3133,2019-04-26,156
3134,2019-12-29,2194
3135,2019-11-01,2767
3136,2019-12-24,1418
3137,2019-08-03,2130
3138,2019-11-14,1131
3139,2019-02-19,1839
3140,2019-05-12,788
3141,2019-06-02,2318
3142,2019-12-28,340
3143,2019-07-09,559
3144,2019-08-09,1448
3145,2019-06-12,1523
3146,2019-12-01,2986
3147,2019-05-14,807
3148,2019-12-05,944
3149,2019-04-06,1020
3150,2019-09-21,303
3151,2019-01-07,1951
3152,2019-12-06,1023
3153,2019-09-19,1452
3154,2019-11-06,1538
3155,2019-01-27,2480
3156,2019-03-08,1239
3157,2019-10-18,1042
3158,2019-09-21,1885
3159,2019-02-04,91
3160,2019-07-25,774
3161,2019-03-11,1635
3162,2019-06-26,1487
3163,2019-09-07,1248
3164,2019-12-19,2120
3165,2019-06-03,50
3166,2019-09-15,682
3167,2019-05-30,1628
3168,2019-01-06,1209
3169,2019-12-10,1691
3170,2019-06-23,1178
3171,2019-06-21,417
3172,2019-11-21,1240
3173,2019-05-04,1320
3174,2019-04-28,1388
3175,2019-08-10,13
3176,2019-11-04,2519
3177,2019-01-22,895
3178,2019-02-19,736
3179,2019-03-10,2511
3180,2019-12-18,748
3181,2019-07-08,618
3182,2019-02-17,365
3183,2019-08-28,2089
3184,2019-11-11,2115
3185,2019-12-29,1898
3186,2019-04-19,1266
3187,2019-05-12,1360
3188,2019-06-06,661
3189,2019-05-09,1581
3190,2019-09-11,1384
3191,2019-10-21,1054
3192,2019-08-12,229
3193,2019-04-11,2455
3194,2019-10-13,1495
3195,2019-02-05,1851
3196,2019-06-01,1786
3197,2019-05-27,2459
3198,2019-07-10,417
3199,2019-09-22,2494
3200,2019-11-30,810
3201,2019-02-10,1320
3202,2019-04-25,951
3203,2019-09-27,1920
3204,2019-03-09,637
3205,2019-08-13,2435
3206,2019-06-27,2777
3207,2019-10-12,730
3208,2019-06-01,1197
3209,2019-08-24,2670
3210,2019-03-18,1701
3211,2019-02-27,1351
3212,2019-09-21,2972
3213,2019-01-26,2928
3214,2019-10-31,2503
3215,2019-12-18,2290
3216,2019-04-17,2433
3217,2019-04-21,1357
3218,2019-07-21,364
3219,2019-05-24,1435
3220,2019-04-14,1959
3221,2019-11-09,2489
3222,2019-01-05,971
3223,2019-02-23,1019
3224,2019-09-08,1459
3225,2019-06-28,2504
3226,2019-02-14,1378
3227,2019-05-28,2329
3228,2019-05-17,2035
3229,2019-01-08,2280
3230,2019-05-29,585
3231,2019-05-26,2303
3232,2019-09-17,2266
3233,2019-08-14,447
3234,2019-05-17,922
3235,2019-01-12,1132
3236,2019-02-14,463
3237,2019-01-24,2584
3238,2019-05-30,60
3239,2019-05-08,895
3240,2019-03-28,2802
3241,2019-01-06,268
3242,2019-06-17,492
3243,2019-05-26,2396
3244,2019-10-12,558
3245,2019-01-03,770
3246,2019-07-13,949
3247,2019-07-11,901
3248,2019-03-25,1634
3249,2019-04-15,2888
3250,2019-08-19,302
3251,2019-01-28,332
3252,2019-07-13,2809
3253,2019-02-25,1705
3254,2019-06-04,1223
3255,2019-01-12,1534
3256,2019-12-20,725
3257,2019-05-26,2364
3258,2019-11-07,2612
3259,2019-12-18,1504
3260,2019-04-06,353
3261,2019-06-18,2233
3262,2019-11-07,1779
3263,2019-06-29,2171
3264,2019-02-22,2225
3265,2019-08-20,1385
3266,2019-11-11,2723
3267,2019-12-26,1070
3268,2019-05-09,2020
3269,2019-06-03,756
3270,2019-07-21,1431
3271,2019-12-05,2291
3272,2019-08-14,272
3273,2019-02-08,427
3274,2019-04-11,1109
3275,2019-02-12,2670
3276,2019-03-10,2278
3277,2019-05-09,501
3278,2019-05-04,1606
3279,2019-02-24,2445
3280,2019-10-19,2587
3281,2019-12-22,219
3282,2019-07-11,512
3283,2019-09-18,2040
3284,2019-04-19,667
3285,2019-06-30,601
3286,2019-08-28,2768
3287,2019-11-07,2383
3288,2019-06-15,442
3289,2019-12-26,1244
3290,2019-09-09,1593
3291,2019-06-14,499
3292,2019-06-20,2964
3293,2019-01-16,2828
3294,2019-10-24,2445
3295,2019-06-08,775
3296,2019-01-06,1318
3297,2019-02-08,2235
3298,2019-11-09,744
3299,2019-04-18,88
3300,2019-02-09,1257
3301,2019-08-30,2418
3302,2019-07-21,2015
3303,2019-10-04,982
3304,2019-01-20,296
3305,2019-04-16,2050
3306,2019-04-04,852
3307,2019-07-17,1704
3308,2019-04-22,1490
3309,2019-01-28,2367
3310,2019-04-19,537
3311,2019-04-17,479
3312,2019-09-21,1162
3313,2019-08-01,2325
3314,2019-07-31,2648
3315,2019-06-09,1755
3316,2019-01-20,1367
3317,2019-01-09,2422
3318,2019-06-19,1275
3319,2019-07-16,2676
3320,2019-11-13,2397
3321,2019-05-01,2492
3322,2019-06-01,819
3323,2019-05-15,871
3324,2019-05-04,724
3325,2019-08-09,2462
3326,2019-02-20,2607
3327,2019-09-29,2283
3328,2019-06-04,1846
3329,2019-09-08,876
3330,2019-11-08,2814
3331,2019-01-19,1312
3332,2019-02-27,388
3333,2019-08-24,1067
3334,2019-11-06,74
3335,2019-11-29,2550
3336,2019-04-02,1562
3337,2019-05-14,1861
3338,2019-11-26,835
3339,2019-05-11,1889
3340,2019-05-28,1110
3341,2019-10-27,323
3342,2019-07-04,651
3343,2019-02-16,744
3344,2019-10-20,2688
3345,2019-06-14,1788
3346,2019-08-11,1980
3347,2019-07-10,1135
3348,2019-01-15,1806
3349,2019-10-31,739
3350,2019-01-27,236
3351,2019-01-21,2793
3352,2019-07-25,1752
3353,2019-12-30,2032
3354,2019-11-10,2476
3355,2019-08-22,461
3356,2019-02-17,1664
3357,2019-12-28,2110
3358,2019-12-17,183
3359,2019-04-05,1594
3360,2019-08-31,2739
3361,2019-09-06,2235
3362,2019-03-05,1251
3363,2019-05-18,1085
3364,2019-07-28,2304
3365,2019-03-28,1544
3366,2019-01-15,2064
3367,2019-12-29,1621
3368,2019-03-05,1159
3369,2019-08-15,611
3370,2019-12-10,2127
3371,2019-03-26,1942
3372,2019-01-23,1542
3373,2019-08-27,312
3374,2019-11-17,112
3375,2019-06-21,68
3376,2019-07-07,1929
3377,2019-06-04,1301
3378,2019-08-06,1880
3379,2019-07-17,1279
3380,2019-01-22,2976
3381,2019-01-25,1835
3382,2019-05-19,920
3383,2019-08-19,2753
3384,2019-07-09,400
3385,2019-05-23,2657
3386,2019-03-25,150
3387,2019-01-01,1090
3388,2019-07-20,2759
3389,2019-12-03,2085
3390,2019-02-04,1627
3391,2019-11-08,2754
3392,2019-02-16,2942
3393,2019-02-25,1157
3394,2019-12-27,2022
3395,2019-11-19,2235
3396,2019-01-03,1171
3397,2019-04-11,2890
3398,2019-01-28,1535
3399,2019-03-19,2976
