TransactionId,RamenId,Quantity
5045,861,5
5046,709,1
5047,200,2
5048,313,8
5049,1039,1
5050,853,6
5051,154,6
5052,1143,6
5053,407,4
5054,895,6
5055,332,6
5056,329,8
5057,695,4
5058,654,4
5059,852,5
5060,873,4
5061,376,6
5062,228,10
5063,807,2
5064,303,2
5065,271,1
5066,622,1
5067,991,5
5068,1122,8
5069,459,3
5070,166,2
5071,341,2
5072,590,1
5073,1071,6
5074,911,2
5075,871,1
5076,1018,1
5077,824,3
5078,158,3
5079,1058,7
5080,26,2
5081,78,1
5082,442,6
5083,625,7
5084,196,7
5085,330,5
5086,103,9
5087,234,9
5088,813,10
5089,884,7
5090,144,10
5091,104,9
5092,1130,1
5093,19,6
5094,1166,2
5095,1067,8
5096,853,3
5097,19,4
5098,1059,7
5099,1096,6
5100,1114,5
5101,23,3
5102,722,3
5103,775,2
5104,466,2
5105,679,1
5106,1090,3
5107,313,1
5108,904,5
5109,148,8
5110,158,7
5111,361,10
5112,881,5
5113,229,9
5114,1118,6
5115,868,4
5116,138,3
5117,161,3
5118,970,9
5119,66,1
5120,191,5
5121,1017,5
5122,877,7
5123,76,6
5124,417,5
5125,3,1
5126,1098,4
5127,712,9
5128,326,1
5129,109,6
5130,113,7
5131,269,9
5132,69,2
5133,824,8
5134,537,1
5135,964,8
5136,67,9
5137,320,10
5138,180,1
5139,394,5
5140,34,10
5141,627,10
5142,1081,4
5143,724,8
5144,299,8
5145,134,8
5146,861,6
5147,525,3
5148,418,7
5149,32,4
5150,341,2
5151,1013,9
5152,438,4
5153,965,6
5154,1045,2
5155,1013,3
5156,116,6
5157,10,3
5158,129,3
5159,859,4
5160,95,8
5161,939,6
5162,223,5
5163,230,8
5164,887,3
5165,792,7
5166,74,10
5167,260,8
5168,380,10
5169,601,8
5170,697,7
5171,575,8
5172,940,5
5173,719,5
5174,794,10
5175,920,5
5176,1191,9
5177,39,4
5178,1100,1
5179,1103,6
5180,442,6
5181,657,10
5182,797,7
5183,514,9
5184,167,9
5185,5,4
5186,930,5
5187,494,9
5188,104,9
5189,1163,3
5190,827,6
5191,845,5
5192,353,2
5193,612,2
5194,758,7
5195,858,7
5196,648,10
5197,1104,8
5198,1129,2
5199,958,6
5200,496,3
5201,273,1
5202,1115,4
5203,414,5
5204,851,9
5205,905,4
5206,654,7
5207,1005,6
5208,181,6
5209,938,2
5210,829,10
5211,803,3
5212,686,6
5213,838,9
5214,1006,7
5215,231,4
5216,158,9
5217,365,6
5218,170,6
5219,220,9
5220,286,4
5221,1179,5
5222,107,2
5223,706,1
5224,485,5
5225,482,2
5226,763,6
5227,99,7
5228,519,8
5229,828,7
5230,370,3
5231,1065,8
5232,960,5
5233,1145,3
5234,333,9
5235,1080,1
5236,1082,1
5237,295,5
5238,826,10
5239,18,6
5240,1192,2
5241,716,4
5242,366,7
5243,514,2
5244,792,4
5245,256,10
5246,240,3
5247,1194,5
5248,76,6
5249,1076,5
5250,10,4
5251,14,2
5252,271,4
5253,76,7
5254,1131,5
5255,567,4
5256,644,10
5257,1000,6
5258,917,9
5259,109,1
5260,617,2
5261,117,6
5262,553,9
5263,176,8
5264,207,3
5265,828,8
5266,509,8
5267,558,6
5268,235,8
5269,656,1
5270,740,6
5271,238,10
5272,138,5
5273,980,3
5274,852,2
5275,856,4
5276,942,5
5277,1190,4
5278,484,3
5279,265,3
5280,724,10
5281,227,10
5282,1030,7
5283,915,7
5284,876,2
5285,789,8
5286,482,5
5287,242,7
5288,977,1
5289,501,1
5290,543,8
5291,502,10
5292,980,4
5293,349,6
5294,121,2
5295,928,9
5296,692,4
5297,718,2
5298,295,7
5299,166,5
5300,452,4
5301,164,5
5302,669,7
5303,577,8
5304,1136,6
5305,977,2
5306,882,3
5307,250,1
5308,1130,7
5309,414,7
5310,62,9
5311,625,4
5312,953,7
5313,262,5
5314,1152,5
5315,755,4
5316,807,1
5317,327,4
5318,697,8
5319,125,3
5320,469,6
5321,137,4
5322,425,7
5323,318,4
5324,837,10
5325,992,6
5326,965,2
5327,78,6
5328,765,2
5329,52,5
5330,1187,7
5331,245,8
5332,840,8
5333,26,1
5334,579,9
5335,1013,2
5336,1052,5
5337,305,5
5338,94,9
5339,381,5
5340,964,10
5341,168,1
5342,732,6
5343,208,5
5344,184,3
5345,88,6
5346,528,7
5347,162,1
5348,431,2
5349,699,2
5350,75,4
5351,715,7
5352,1073,2
5353,152,4
5354,367,3
5355,487,5
5356,436,9
5357,259,3
5358,574,9
5359,1067,1
5360,390,4
5361,130,5
5362,529,8
5363,688,9
5364,649,2
5365,531,10
5366,790,7
5367,750,2
5368,89,10
5369,200,9
5370,193,8
5371,846,7
5372,819,9
5373,291,2
5374,863,4
5375,566,3
5376,449,10
5377,435,7
5378,786,6
5379,869,10
5380,730,6
5381,723,7
5382,28,9
5383,419,7
5384,564,8
5385,503,10
5386,118,2
5387,22,1
5388,726,5
5389,334,6
5390,1011,2
5391,73,4
5392,1113,6
5393,330,9
5394,524,1
5395,1135,6
5396,233,7
5397,733,2
5398,797,10
5399,1089,7
5400,407,2
5401,339,6
5402,313,3
5403,957,2
5404,1000,2
5405,944,7
5406,288,7
5407,1153,4
5408,401,8
5409,525,6
5410,1012,8
5411,1101,2
5412,756,3
5413,689,1
5414,399,4
5415,2,3
5416,744,2
5417,646,1
5418,1087,10
5419,628,4
5420,643,10
5421,701,4
5422,727,4
5423,777,4
5424,507,6
5425,375,3
5426,743,2
5427,191,5
5428,755,9
5429,11,10
5430,267,7
5431,1191,3
5432,90,9
5433,461,5
5434,665,3
5435,418,2
5436,827,4
5437,1027,9
5438,765,2
5439,45,1
5440,678,4
5441,148,8
5442,375,6
5443,120,3
5444,279,4
5445,170,3
5446,759,9
5447,707,5
5448,861,9
5449,493,3
5450,1016,7
5451,368,1
5452,784,2
5453,506,10
5454,239,5
5455,1199,8
5456,589,3
5457,801,8
5458,142,5
5459,419,10
5460,197,5
5461,265,4
5462,689,1
5463,166,5
5464,434,8
5465,829,6
5466,961,5
5467,606,10
5468,886,8
5469,437,2
5470,732,9
5471,48,9
5472,790,10
5473,719,8
5474,512,4
5475,1182,9
5476,962,6
5477,123,8
5478,77,6
5479,722,6
5480,69,6
5481,707,6
5482,856,7
5483,467,6
5484,349,1
5485,558,8
5486,155,5
5487,25,2
5488,866,7
5489,243,3
5490,470,10
5491,527,9
5492,995,5
5493,740,6
5494,1088,6
5495,1123,8
5496,335,3
5497,1095,7
5498,525,4
5499,165,7
5500,131,5
5501,384,5
5502,138,9
5503,1070,5
5504,149,7
5505,204,5
5506,871,5
5507,503,2
5508,608,1
5509,1117,8
5510,527,6
5511,191,7
5512,314,3
5513,281,7
5514,1098,4
5515,1000,7
5516,655,6
5517,15,6
5518,46,4
5519,121,10
5520,1015,10
5521,1013,7
5522,383,3
5523,1066,1
5524,1099,5
5525,556,6
5526,220,5
5527,509,1
5528,334,6
5529,283,8
5530,62,6
5531,805,4
5532,318,4
5533,546,5
5534,258,7
5535,100,7
5536,834,2
5537,223,1
5538,1005,3
5539,314,8
5540,1146,6
5541,827,1
5542,58,1
5543,851,10
5544,22,2
5545,276,8
5546,302,2
5547,395,3
5548,776,4
5549,147,8
5550,963,4
5551,517,10
5552,1115,4
5553,337,9
5554,701,9
5555,1025,5
5556,1115,8
5557,443,2
5558,158,3
5559,561,7
5560,775,10
5561,848,5
5562,1182,1
5563,335,2
5564,278,8
5565,690,6
5566,320,4
5567,806,3
5568,310,9
5569,404,9
5570,256,4
5571,209,3
5572,656,10
5573,768,3
5574,122,6
5575,57,1
5576,1117,9
5577,44,1
5578,221,8
5579,867,1
5580,968,6
5581,925,3
5582,1144,4
5583,338,7
5584,210,1
5585,476,7
5586,747,10
5587,236,2
5588,1034,3
5589,646,4
5590,492,8
5591,961,2
5592,866,2
5593,238,4
5594,780,7
5595,578,2
5596,936,1
5597,809,2
5598,416,3
5599,582,2
5600,952,6
5601,590,7
5602,794,6
5603,1014,5
5604,1067,9
5605,843,4
5606,136,9
5607,478,9
5608,851,2
5609,539,9
5610,621,7
5611,778,4
5612,168,4
5613,311,5
5614,407,1
5615,590,5
5616,1127,2
5617,128,9
5618,517,5
5619,640,4
5620,563,6
5621,370,1
5622,1077,4
5623,774,2
5624,210,10
5625,192,1
5626,492,5
5627,975,3
5628,145,9
5629,418,7
5630,87,7
5631,1098,8
5632,543,7
5633,116,4
5634,715,5
5635,660,4
5636,870,8
5637,714,9
5638,443,1
5639,1162,8
5640,324,8
5641,478,10
5642,1103,4
5643,242,3
5644,916,5
5645,547,8
5646,985,6
5647,355,5
5648,226,6
5649,537,8
5650,89,8
5651,211,3
5652,767,9
5653,48,10
5654,703,4
5655,736,4
5656,363,1
5657,30,7
5658,1085,8
5659,997,4
5660,732,9
5661,486,10
5662,684,8
5663,1136,2
5664,186,1
5665,148,9
5666,11,2
5667,301,6
5668,1141,2
5669,321,7
5670,445,3
5671,378,9
5672,780,10
5673,1045,3
5674,467,6
5675,89,9
5676,549,5
5677,358,3
5678,600,4
5679,508,6
5680,871,2
5681,383,4
5682,101,8
5683,1181,7
5684,960,10
5685,1193,8
5686,1099,6
5687,1107,8
5688,435,1
5689,1081,1
5690,147,3
5691,567,1
5692,134,2
5693,91,6
5694,1,1
5695,49,8
5696,166,9
5697,261,2
5698,20,10
5699,1146,5
5700,139,9
5701,797,10
5702,228,4
5703,774,1
5704,732,2
5705,498,9
5706,941,7
5707,1013,10
5708,1094,9
5709,194,5
5710,154,5
5711,736,5
5712,406,10
5713,1168,6
5714,200,1
5715,462,1
5716,965,9
5717,722,1
5718,101,1
5719,1199,8
5720,774,6
5721,850,3
5722,938,9
5723,1105,6
5724,367,7
5725,1075,5
5726,1165,4
5727,689,6
5728,970,10
5729,721,3
5730,944,8
5731,826,6
5732,746,4
5733,724,5
5734,502,5
5735,465,10
5736,679,1
5737,344,9
5738,1116,5
5739,57,8
5740,780,6
5741,994,3
5742,513,8
5743,215,8
5744,739,7
5745,831,2
5746,1036,6
5747,1033,8
5748,570,9
5749,1159,10
5750,228,3
5751,1174,3
5752,6,5
5753,387,1
5754,335,9
5755,681,2
5756,379,3
5757,890,6
5758,562,8
5759,428,3
5760,738,3
5761,243,10
5762,611,1
5763,727,7
5764,967,2
5765,47,1
5766,560,1
5767,1128,6
5768,1034,1
5769,503,8
5770,267,9
5771,367,1
5772,199,1
5773,233,9
5774,550,9
5775,1016,2
5776,88,1
5777,643,4
5778,960,10
5779,447,7
5780,843,3
5781,535,4
5782,715,10
5783,1073,1
5784,1008,5
5785,1046,4
5786,637,3
5787,900,7
5788,1155,10
5789,909,3
5790,414,3
5791,826,8
5792,734,9
5793,1164,5
5794,843,4
5795,1025,7
5796,841,10
5797,909,10
5798,1130,5
5799,775,3
5800,1056,10
5801,113,8
5802,509,7
5803,931,5
5804,1121,4
5805,124,6
5806,89,8
5807,536,7
5808,815,4
5809,1052,6
5810,816,1
5811,669,3
5812,1187,10
5813,241,1
5814,58,8
5815,951,7
5816,841,4
5817,292,7
5818,1014,2
5819,1174,10
5820,761,6
5821,27,9
5822,1022,7
5823,53,7
5824,841,9
5825,976,5
5826,1152,10
5827,603,3
5828,289,4
5829,515,3
5830,393,1
5831,1026,4
5832,840,1
5833,140,2
5834,917,5
5835,137,8
5836,140,7
5837,724,4
5838,294,10
5839,920,9
5840,1014,4
5841,627,4
5842,966,6
5843,535,2
5844,461,7
5845,362,8
5846,764,8
5847,208,3
5848,1139,3
5849,74,9
5850,563,6
5851,804,7
5852,1132,9
5853,917,8
5854,909,8
5855,821,8
5856,378,8
5857,936,7
5858,996,2
5859,1,4
5860,1131,5
5861,635,4
5862,697,1
5863,637,7
5864,846,4
5865,740,2
5866,937,7
5867,837,4
5868,257,4
5869,258,10
5870,106,9
5871,11,5
5872,323,5
5873,13,1
5874,1045,3
5875,874,7
5876,1117,9
5877,425,3
5878,578,10
5879,735,7
5880,80,3
5881,55,10
5882,1105,9
5883,645,8
5884,321,1
5885,1058,10
5886,975,6
5887,272,7
5888,638,4
5889,874,5
5890,986,6
5891,377,8
5892,431,8
5893,898,10
5894,980,9
5895,978,10
5896,939,10
5897,965,1
5898,595,2
5899,392,6
5900,614,6
5901,869,3
5902,896,3
5903,90,4
5904,901,10
5905,543,8
5906,39,2
5907,518,8
5908,354,2
5909,1129,10
5910,967,4
5911,189,7
5912,213,1
5913,899,5
5914,569,6
5915,729,7
5916,321,10
5917,660,2
5918,1130,2
5919,237,6
5920,872,7
5921,182,6
5922,1158,2
5923,635,5
5924,153,6
5925,1002,5
5926,718,7
5927,1026,8
5928,597,4
5929,523,1
5930,823,8
5931,1056,8
5932,966,1
5933,891,3
5934,1152,1
5935,611,4
5936,678,3
5937,262,10
5938,742,2
5939,1140,8
5940,38,4
5941,32,9
5942,1079,7
5943,1166,5
5944,37,2
5945,1048,7
5946,220,5
5947,852,3
5948,809,4
5949,642,4
5950,980,3
5951,1073,3
5952,43,6
5953,1081,10
5954,1147,10
5955,326,4
5956,815,9
5957,61,1
5958,115,1
5959,689,5
5960,527,4
5961,1193,3
5962,369,1
5963,747,5
5964,1063,9
5965,1054,8
5966,929,3
5967,360,9
5968,18,4
5969,84,4
5970,1012,8
5971,990,5
5972,816,5
5973,1101,6
5974,721,10
5975,197,6
5976,98,3
5977,976,4
5978,352,8
5979,634,8
5980,11,10
5981,923,10
5982,43,6
5983,477,10
5984,121,6
5985,484,8
5986,1067,3
5987,542,3
5988,592,9
5989,527,4
5990,920,1
5991,2,4
5992,1176,2
5993,283,8
5994,135,8
5995,1189,4
5996,448,10
5997,470,6
5998,299,2
5999,1097,8
6000,1081,7
6001,1166,3
6002,879,3
6003,35,9
6004,940,3
6005,412,3
6006,780,4
6007,126,5
6008,933,5
6009,406,5
6010,1033,5
6011,504,4
6012,633,3
6013,70,3
6014,258,3
6015,768,5
6016,364,2
6017,592,4
6018,521,6
6019,396,3
6020,162,10
6021,980,5
6022,696,2
6023,668,4
6024,851,7
6025,312,9
6026,1022,10
6027,1179,8
6028,674,7
6029,456,7
6030,88,8
6031,1124,4
6032,1151,9
6033,565,6
6034,124,1
6035,491,9
6036,974,1
6037,520,4
6038,483,5
6039,917,2
6040,815,7
6041,127,5
6042,985,10
6043,1068,1
6044,195,2
6045,638,6
6046,44,2
6047,1112,10
6048,645,2
6049,980,8
6050,777,5
6051,1050,4
6052,463,8
6053,724,3
6054,438,1
6055,333,9
6056,358,6
6057,391,3
6058,501,6
6059,628,9
6060,469,3
6061,636,4
6062,464,7
6063,762,9
6064,659,9
6065,743,3
6066,1149,5
6067,188,10
6068,980,9
6069,81,9
6070,995,1
6071,559,10
6072,428,1
6073,918,5
6074,681,3
6075,181,9
6076,581,1
6077,707,8
6078,389,1
6079,379,5
6080,478,7
6081,1025,2
6082,152,1
6083,1072,4
6084,637,10
6085,66,6
6086,938,7
6087,920,6
6088,317,8
6089,947,2
6090,1062,5
6091,1037,5
6092,66,4
6093,1004,6
6094,916,7
6095,247,3
6096,885,7
6097,335,9
6098,445,2
6099,886,5
6100,920,3
6101,21,5
6102,906,10
6103,666,1
6104,673,4
6105,851,6
6106,1074,9
6107,833,7
6108,784,4
6109,645,6
6110,538,2
6111,75,4
6112,1131,10
6113,247,10
6114,268,1
6115,671,8
6116,1010,5
6117,394,10
6118,794,6
6119,608,9
6120,174,8
6121,568,3
6122,610,5
6123,1190,6
6124,153,4
6125,1171,4
6126,1088,8
6127,669,8
6128,737,1
6129,968,4
6130,44,4
6131,358,1
6132,47,6
6133,576,1
6134,787,6
6135,1182,2
6136,1193,2
6137,939,5
6138,721,7
6139,1003,10
6140,1023,8
6141,1168,2
6142,466,5
6143,261,8
6144,1049,1
6145,785,4
6146,724,2
6147,520,6
6148,281,2
6149,526,9
6150,222,10
6151,47,10
6152,563,6
6153,573,5
6154,274,5
6155,1057,10
6156,104,7
6157,335,1
6158,4,9
6159,1135,5
6160,373,6
6161,770,7
6162,597,4
6163,183,10
6164,792,4
6165,113,10
6166,328,10
6167,572,1
6168,1131,7
6169,496,3
6170,861,8
6171,526,3
6172,45,6
6173,170,10
6174,930,4
6175,1134,10
6176,509,9
6177,242,9
6178,591,6
6179,179,8
6180,1016,5
6181,173,8
6182,386,1
6183,393,1
6184,49,3
6185,659,2
6186,968,8
6187,335,3
6188,158,4
6189,618,1
6190,317,7
6191,614,2
6192,986,4
6193,430,5
6194,368,2
6195,367,10
6196,1115,8
6197,106,10
6198,895,3
6199,51,2
6200,772,9
6201,583,6
6202,711,4
6203,299,10
6204,700,3
6205,948,1
6206,1169,9
6207,979,6
6208,1050,3
6209,727,7
6210,666,10
6211,810,3
6212,1047,6
6213,859,6
6214,356,10
6215,1190,10
6216,143,10
6217,1043,1
6218,480,10
6219,933,8
6220,248,10
6221,1069,4
6222,150,8
6223,927,2
6224,1050,8
6225,1034,10
6226,456,9
6227,712,8
6228,351,4
6229,643,1
6230,1011,3
6231,10,8
6232,254,2
6233,896,3
6234,1119,6
6235,106,8
6236,300,5
6237,555,7
6238,49,6
6239,1108,7
6240,227,4
6241,355,6
6242,1055,5
6243,274,8
6244,592,1
6245,500,6
6246,746,3
6247,638,1
6248,262,9
6249,341,5
6250,5,9
6251,1076,10
6252,144,7
6253,367,1
6254,917,3
6255,613,1
6256,266,9
6257,69,5
6258,72,7
6259,1061,6
6260,169,2
6261,408,4
6262,120,10
6263,1084,8
6264,540,5
6265,584,2
6266,244,7
6267,363,8
6268,474,7
6269,754,8
6270,771,8
6271,472,6
6272,155,4
6273,133,10
6274,597,7
6275,319,7
6276,295,6
6277,598,10
6278,66,2
6279,286,1
6280,361,5
6281,648,4
6282,878,9
6283,784,7
6284,1136,5
6285,417,6
6286,426,3
6287,1006,4
6288,153,4
6289,288,2
6290,78,1
6291,267,8
6292,7,3
6293,268,5
6294,956,2
6295,666,5
6296,129,7
6297,890,8
6298,789,7
6299,268,9
6300,624,7
6301,154,9
6302,764,8
6303,206,2
6304,130,7
6305,822,7
6306,944,10
6307,1091,6
6308,359,4
6309,335,3
6310,201,6
6311,835,4
6312,928,1
6313,858,7
6314,846,1
6315,782,9
6316,74,9
6317,72,5
6318,476,1
6319,671,3
6320,222,4
6321,749,6
6322,494,8
6323,316,9
6324,574,6
6325,187,5
6326,400,2
6327,215,4
6328,1137,3
6329,881,2
6330,618,2
6331,637,4
6332,323,3
6333,763,7
6334,990,10
6335,423,7
6336,560,7
6337,731,7
6338,905,10
6339,262,4
6340,470,5
6341,773,3
6342,1162,1
6343,1063,6
6344,116,4
6345,1056,9
6346,55,10
6347,1123,10
6348,523,4
6349,967,9
6350,1034,1
6351,276,10
6352,1110,2
6353,829,7
6354,239,2
6355,213,5
6356,1200,9
6357,1189,5
6358,778,3
6359,68,3
6360,930,4
6361,576,7
6362,312,9
6363,926,3
6364,385,9
6365,1074,6
6366,550,1
6367,45,8
6368,717,1
6369,741,4
6370,26,1
6371,443,7
6372,294,4
6373,593,5
6374,1120,7
6375,277,10
6376,11,4
6377,752,2
6378,572,3
6379,1136,7
6380,318,8
6381,69,3
6382,572,7
6383,273,2
6384,528,1
6385,942,5
6386,940,4
6387,553,4
6388,892,5
6389,348,1
6390,967,7
6391,657,3
6392,480,5
6393,170,1
6394,180,10
6395,1057,3
6396,988,7
6397,324,2
6398,248,8
6399,361,7
6400,1173,5
6401,1192,9
6402,85,8
6403,1200,1
6404,131,5
6405,619,10
6406,251,3
6407,800,7
6408,1198,7
6409,1151,1
6410,940,2
6411,718,7
6412,1098,1
6413,700,9
6414,1043,7
6415,653,8
6416,780,4
6417,357,9
6418,495,10
6419,1124,3
6420,732,7
6421,796,8
6422,905,3
6423,505,5
6424,1135,7
6425,8,3
6426,1045,8
6427,769,4
6428,510,6
6429,494,7
6430,802,10
6431,1066,3
6432,867,8
6433,982,1
6434,806,2
6435,681,8
6436,599,3
6437,263,9
6438,627,1
6439,1138,1
6440,685,5
6441,611,6
6442,505,5
6443,379,10
6444,235,6
6445,932,10
6446,428,4
6447,1047,4
6448,660,2
6449,1002,2
6450,588,8
6451,691,7
6452,486,7
6453,697,4
6454,335,6
6455,431,10
6456,236,1
6457,343,9
6458,125,9
6459,286,8
6460,312,9
6461,592,8
6462,1152,7
6463,1079,7
6464,187,4
6465,415,1
6466,196,7
6467,1138,5
6468,293,8
6469,204,9
6470,709,8
6471,9,10
6472,228,7
6473,1003,4
6474,912,10
6475,674,6
6476,328,7
6477,917,8
6478,211,4
6479,97,5
6480,10,1
6481,966,3
6482,702,9
6483,786,4
6484,348,2
6485,894,9
6486,368,6
6487,987,1
6488,628,7
6489,84,6
6490,1049,2
6491,695,6
6492,1003,1
6493,585,8
6494,438,7
6495,34,7
6496,603,5
6497,88,3
6498,638,7
6499,7,6
6500,1070,5
6501,15,7
6502,664,4
6503,122,2
6504,456,2
6505,1047,1
6506,1079,10
6507,928,4
6508,321,8
6509,83,9
6510,735,8
6511,497,5
6512,880,9
6513,1113,8
6514,398,4
6515,417,8
6516,26,2
6517,327,6
6518,929,8
6519,1084,7
6520,1131,4
6521,382,3
6522,295,6
6523,1129,4
6524,866,1
6525,916,2
6526,1198,2
6527,1111,6
6528,699,6
6529,499,8
6530,824,5
6531,824,1
6532,550,5
6533,867,10
6534,900,10
6535,88,1
6536,853,2
6537,1106,7
6538,605,4
6539,536,7
6540,945,2
6541,100,6
6542,501,8
6543,730,7
6544,476,6
6545,257,1
6546,165,10
6547,671,1
6548,1117,9
6549,199,2
6550,20,4
6551,628,4
6552,50,5
6553,570,2
6554,133,5
6555,1153,3
6556,1193,4
6557,394,10
6558,43,5
6559,1031,9
6560,617,9
6561,873,4
6562,591,9
6563,935,6
6564,398,10
6565,985,10
6566,670,9
6567,135,7
6568,517,8
6569,1073,6
6570,940,5
6571,88,2
6572,126,6
6573,464,4
6574,1144,9
6575,278,4
6576,120,7
6577,634,6
6578,57,1
6579,120,9
6580,361,6
6581,812,3
6582,858,3
6583,619,8
6584,1008,9
6585,6,9
6586,1080,7
6587,55,1
6588,910,1
6589,153,8
6590,668,7
6591,409,10
6592,1176,5
6593,14,4
6594,1020,4
6595,933,4
6596,856,8
6597,825,9
6598,51,1
6599,1126,8
6600,514,2
6601,849,5
6602,968,6
6603,12,1
6604,158,3
6605,930,7
6606,6,5
6607,641,5
6608,438,1
6609,94,7
6610,12,8
6611,243,6
6612,125,3
6613,104,2
6614,880,3
6615,1140,2
6616,697,8
6617,710,1
6618,761,3
6619,271,7
6620,225,7
6621,1018,9
6622,744,2
6623,93,10
6624,49,10
6625,529,3
6626,142,10
6627,456,4
6628,963,7
6629,608,8
6630,1007,5
6631,929,9
6632,724,1
6633,6,5
6634,86,6
6635,484,9
6636,750,5
6637,146,6
6638,457,5
6639,914,10
6640,1071,7
6641,226,8
6642,751,10
6643,397,6
6644,1086,2
6645,355,5
6646,969,3
6647,1165,7
6648,128,4
6649,487,1
6650,1044,2
6651,75,10
6652,57,7
6653,532,7
6654,1050,8
6655,668,5
6656,1180,10
6657,269,6
6658,94,9
6659,215,9
6660,663,8
6661,567,9
6662,728,5
6663,117,2
6664,965,4
6665,944,9
6666,10,4
6667,415,3
6668,87,7
6669,776,8
6670,104,5
6671,809,9
6672,1011,4
6673,746,3
6674,190,4
6675,146,6
6676,363,7
6677,1019,9
6678,567,10
6679,879,3
6680,456,7
6681,328,7
6682,978,8
6683,799,1
6684,33,6
6685,359,5
6686,11,7
6687,1133,4
6688,91,10
6689,987,1
6690,637,7
6691,1064,4
6692,1014,8
6693,168,8
6694,557,1
6695,17,6
6696,150,1
6697,693,4
6698,119,1
6699,362,5
6700,1148,9
6701,250,2
6702,547,6
6703,309,5
6704,271,3
6705,147,8
6706,952,6
6707,941,5
6708,48,2
6709,54,5
6710,175,3
6711,215,1
6712,645,10
6713,152,9
6714,716,8
6715,951,1
6716,926,4
6717,384,8
6718,481,8
6719,532,1
6720,544,9
6721,77,1
6722,344,1
6723,919,2
6724,285,4
6725,1123,6
6726,878,9
6727,695,9
6728,982,2
6729,1123,6
6730,1022,4
6731,944,4
6732,1051,3
6733,417,6
6734,1153,2
6735,84,4
6736,510,7
6737,958,2
6738,621,3
6739,912,1
6740,942,2
6741,276,3
6742,658,1
6743,525,5
6744,133,7
6745,1078,1
6746,708,9
6747,128,4
6748,211,1
6749,796,1
6750,1083,4
6751,1046,9
6752,153,3
6753,918,9
6754,684,2
6755,696,2
6756,876,7
6757,256,10
6758,896,1
6759,1051,5
6760,188,6
6761,1200,1
6762,348,5
6763,1090,6
6764,757,5
6765,27,5
6766,483,6
6767,75,1
6768,680,1
6769,494,9
6770,800,5
6771,541,4
6772,456,5
6773,935,3
6774,35,1
6775,746,2
6776,1098,2
6777,573,9
6778,1009,3
6779,1102,7
6780,329,1
6781,816,1
6782,1026,1
6783,453,8
6784,199,5
6785,1047,6
6786,441,3
6787,256,1
6788,119,9
6789,192,8
6790,9,4
6791,720,3
6792,454,6
6793,205,6
6794,763,10
6795,107,3
6796,1158,6
6797,992,8
6798,202,9
6799,676,10
6800,440,1
6801,919,5
6802,446,2
6803,480,8
6804,760,6
6805,756,8
6806,711,2
6807,412,6
6808,564,7
6809,173,4
6810,2,8
6811,294,9
6812,713,5
6813,5,10
6814,482,4
6815,52,6
6816,228,1
6817,998,3
6818,289,9
6819,861,2
6820,268,1
6821,525,7
6822,575,9
6823,296,8
6824,179,7
6825,101,4
6826,67,6
6827,185,1
6828,731,10
6829,722,7
6830,907,2
6831,70,9
6832,1130,8
6833,726,3
6834,905,4
6835,1196,8
6836,589,2
6837,534,5
6838,671,2
6839,778,3
6840,777,4
6841,1140,4
6842,116,2
6843,310,8
6844,526,1
6845,426,5
6846,963,4
6847,509,9
6848,809,6
6849,642,8
6850,1175,7
6851,975,8
6852,617,8
6853,412,5
6854,856,10
6855,972,4
6856,466,4
6857,902,10
6858,999,5
6859,908,9
6860,904,6
6861,1132,10
6862,366,7
6863,168,4
6864,654,5
6865,199,8
6866,410,5
6867,168,1
6868,853,6
6869,243,1
6870,530,8
6871,302,2
6872,272,2
6873,54,2
6874,926,10
6875,329,10
6876,965,3
6877,445,9
6878,1042,4
6879,351,3
6880,165,8
6881,607,8
6882,210,1
6883,302,7
6884,855,2
6885,289,10
6886,1070,3
6887,202,8
6888,978,4
6889,407,2
6890,992,9
6891,600,8
6892,583,5
6893,469,5
6894,464,2
6895,830,1
6896,802,3
6897,903,8
6898,538,1
6899,380,2
6900,787,5
6901,698,8
6902,904,6
6903,17,7
6904,295,10
6905,979,1
6906,38,7
6907,237,9
6908,30,5
6909,690,5
6910,1160,4
6911,1090,9
6912,108,7
6913,874,5
6914,1125,8
6915,877,3
6916,790,8
6917,625,6
6918,862,9
6919,701,5
6920,59,1
6921,547,1
6922,342,4
6923,796,4
6924,728,2
6925,424,7
6926,968,4
6927,969,8
6928,1184,3
6929,800,7
6930,879,7
6931,81,9
6932,369,8
6933,125,6
6934,366,9
6935,76,1
6936,112,6
6937,961,8
6938,1190,2
6939,269,6
6940,951,7
6941,1082,4
6942,393,7
6943,1089,8
6944,100,8
6945,140,10
6946,858,8
6947,89,10
6948,26,3
6949,114,6
6950,505,9
6951,1142,2
6952,617,9
6953,598,5
6954,875,1
6955,808,3
6956,843,10
6957,906,10
6958,54,3
6959,988,4
6960,519,2
6961,22,6
6962,929,9
6963,360,10
6964,437,1
6965,89,5
6966,78,4
6967,835,10
6968,833,2
6969,964,7
6970,1127,1
6971,964,10
6972,699,7
6973,633,7
6974,332,10
6975,262,3
6976,771,7
6977,381,6
6978,845,7
6979,152,1
6980,584,10
6981,661,1
6982,40,6
6983,37,1
6984,492,9
6985,588,7
6986,276,2
6987,432,4
6988,251,7
6989,1073,9
6990,1136,2
6991,498,1
6992,756,7
6993,1106,6
6994,912,6
6995,1045,4
6996,511,4
