RamenId,BrandId,RamenName,RamenStyleId,CountryId,RamenPrice
440,3,Men Shokunin Kaoruyasai Shio,4,1,40000
441,46,Rice Noodle Seafood Flavour,4,5,8000
442,91,Superior Soup Instant Noodles (Mfg in Thailand),2,8,43000
443,91,Superior Soup Instant Noodles (Mfg in Vietnam),2,8,31000
444,3,Demae Ramen Spicy Curry Flavour Instant Noodles,2,8,49000
445,3,Demae Ramen Roast Beef Flavour Instant Noodles,2,8,46000
446,110,Instant Noodle Supreme Abalone And Chicken Flavour,2,8,35000
447,111,Chicken Flavour Instant Noodle,2,8,16000
448,3,Kimchi Chikin Ramen Donburi,4,1,32000
449,26,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,1,3,25000
450,44,Mee Goreng Thai Tom Yum Flavour,2,6,17000
451,50,Artificial Salted Beef With Mushrooms Flavour,2,8,27000
452,112,Hot & Spicy Dry Curry With Chives Soup,2,11,17000
453,82,Taimeiken Yousyoku Yasangatsukutta Omumen,1,1,47000
454,85,Noodles With Chicken & Sweet Corn Flavour,1,19,25000
455,3,Mennippon Oumi Chanpon,4,1,34000
456,105,Curry Flavour Instant Noodles,2,6,20000
457,113,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,4,7,22000
458,3,Cup Noodles Tom Yum Shrimp Sabb Flavour,1,7,25000
459,3,Chilli Noodles Stir Fried Holy Basil Flavour,2,7,41000
460,3,Instant Noodles Moo Manao Flavour,2,7,13000
461,3,Super Tom Yum Shrimp,1,7,33000
462,3,Cup Noodles Minced Pork Flavour,1,7,45000
463,3,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,1,7,29000
464,113,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,4,7,35000
465,3,Instant Noodles Tom Yum Shrimp Saab Flavour,2,7,28000
466,3,Cup Noodles Moo Manao Flavour,1,7,37000
467,3,Instant Noodles Minced Pork Flavour,2,7,37000
468,3,Cup Noodles Seafood Creamy Flavour,1,7,39000
469,3,Chilli Noodles Spicy Tom Yum Flavour,2,7,35000
470,3,Cup Noodles Chilli Crab Flavour,1,8,21000
471,94,Vegetarian Flavour Ramen Noodles,2,22,34000
472,114,Tuna With Shallot Flavor Noodle,2,2,23000
473,115,GGE Noodle Snack Wheat Crackers Original Ramen,2,2,26000
474,3,Lamen Sabor Frango Assado Com Toque De Limao,2,24,12000
475,116,Onion Flavor Shoyu Ramen,2,1,29000
476,26,Ramen Noodle Soup Chicken Tortilla Flavor,2,3,16000
477,46,Rice Noodle Kimchi Flavor,4,5,46000
478,101,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,2,3,31000
479,3,Cup Noodles Singapore Laksa,1,1,9000
480,6,Pojangmacha Udon,2,5,15000
481,44,Mee Goreng Original Flavour,2,6,41000
482,117,Yakibuta Ramen,4,1,33000
483,13,Kimchi Flavor Noodle Soup,1,3,23000
484,112,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),2,11,10000
485,26,Seimen Noukou Toro Tonkotsu,4,1,7000
486,3,Straits Kitchen Laksa,2,6,39000
487,13,Champong Noodle Soup Spicy Seafood Flavor,2,5,38000
488,114,Seaweed Flavour Noodle,2,2,18000
489,110,Instant Noodle Preserved Vegetable Flavour,2,8,29000
490,19,Penang Hokkien Prawn Noodle Authentic Taste,1,11,48000
491,3,Nupasta Salmon In White Sauce Flavour Instant Noodle,2,8,21000
492,3,Big Cup Noodles Seafood Curry Flavour,1,8,35000
493,3,Demae Iccho Beef Flavour Instant Noodle,4,8,16000
494,3,Mie Goreng Indonesia Stir Noodle Original Flavour,2,8,46000
495,3,Demae Ramen Sesame Flavour Instant Noodles,2,8,11000
496,91,Superior Soup Instant Rice Vermicelli,4,8,27000
497,3,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,2,8,50000
498,3,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,2,8,13000
499,3,Cup Noodles Pork Chowder Flavour,1,8,38000
500,3,Cup Mifun Spicy Beef Flavour,1,8,45000
501,91,Non-Fried Superior Soup Noodle,2,8,26000
502,3,Nupasta Carbonara Flavour Instant Noodle,1,8,50000
503,3,Demae Iccho Curry Beef Flavour,1,8,14000
504,3,Cup Noodles Big Spicy Seafood Flavour,1,8,45000
505,3,Demae Iccho Black Garlic Oil Tonkotsu,4,8,6000
506,118,Mi Segera Mi Goreng Ayam Krispi,2,12,30000
507,3,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,1,17,47000
508,94,Spicy Ramen Noodles,2,22,13000
509,26,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,4,3,24000
510,99,Tainan Noodle Original Sauce,2,2,9000
511,119,Negi Ramen,4,1,49000
512,110,Instant Noodle Vegetarian Flavour,2,8,42000
513,35,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,2,19,8000
514,6,Fresh Jjajang,2,5,40000
515,73,Hakata Tonkotsu Ramen,2,1,45000
516,111,Kung Tak Lam Vegetarian Noodle (Mushroom),2,8,5000
517,13,Arrabiata Rice Bucatini,2,3,25000
518,120,Pepper Noodles Vegetarian,2,8,30000
519,20,Ramyon Sabor Mariscos,2,17,24000
520,72,Dried Mix Noodles Scallop Seafood Flavoured,3,8,25000
521,3,Cup Noodle Light+ Cheese Fondue,1,1,11000
522,111,Beef And Radish Flavour Instant Noodle,2,8,43000
523,121,Instant Noodle Shrimp Tom Yam Flavoured,2,7,38000
524,3,RapiFideo Sabor A Chile Y Limon,1,17,26000
525,122,Garlic Pepper Reduced Sodium Ramen,2,3,20000
526,3,Tokyo Tokunou Gyokai Tonkotsu,4,1,41000
527,85,Noodles Curried Prawn Flavour,1,19,23000
528,26,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,1,3,19000
529,36,Pop Mie Mi Instan Cup Rasa Ayam,1,12,34000
530,48,Artificial Pork Ribs Flavour Instant Noodle,2,13,32000
531,19,Penang Red Tom Yum Goong Noodle Authentic Taste,1,11,29000
532,20,Ramyon Sabor A Res,2,17,41000
533,7,Kadomen Koikoku Tonkotsu,4,1,14000
534,114,XO Sauce Noodle,2,2,15000
535,40,Perisa Asam Pedas Mi Segera,2,11,50000
536,94,Chicken Style Ramen Noodles,2,22,44000
537,110,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,1,8,19000
538,123,Malaysia Green Curry Noodle,4,11,40000
539,85,Noodles Mi Goreng,1,19,23000
540,48,Tomato Sauce Instant Noodle,2,13,6000
541,3,Cup Noodles Sabor Franhp Com Requeijao,1,24,33000
542,119,Yakibuta Ramen,4,1,34000
543,124,Vegetarian Herbal Noodle,2,11,15000
544,125,Hovenia Ramen Vegetable Flavor,2,5,29000
545,99,Hakka BBQ Sauce Noodle,2,2,35000
546,7,Maru Uma Curry Udon,1,1,40000
547,76,Noodles Oriental Flavour,1,19,33000
548,126,Instant Noodles Artificial Chicken & Shrimp Flavored,2,4,45000
549,72,Noodle King Artificial Beef Soup Flavored,4,8,16000
550,112,Otentiq Cheezy Curry Instant Noodles (Improved Taste),2,11,16000
551,44,Charumera Atyificial Tonkotsu Shouyu Flavor,2,1,24000
552,92,Instant Noodles Beef Flavour,1,19,46000
553,26,Sopa Maruchan Sabor a Camaron Limon y Habanero,2,17,48000
554,3,Shinshu Miso Ramen,4,1,42000
555,19,Penang White Curry Authentic Taste Cup,1,11,38000
556,127,Authentic Street Food Chow Mein,1,25,33000
557,127,Authentic Street Food Pad Thai,1,25,44000
558,127,Authentic Street Food Black Bean,1,25,24000
559,127,Authentic Street Food Thai Red Curry,1,25,12000
560,127,Authentic Street Food Satay,1,25,34000
561,50,Artificial Roasted Beef,2,13,11000
562,7,Seabura Tonkotsu Ramen,1,1,17000
563,67,Noodle With Spicy Oyster Soup,2,5,15000
564,6,Honey & Cheese Big Bowl,4,5,14000
565,94,Chicken Style Noodles With Vegetables,1,22,49000
566,40,Perisa Kari Mi Segera (Improved Taste),2,11,39000
567,114,Ghost Pepper Noodle,2,2,33000
568,94,Beef Style Ramen Noodles,2,22,23000
569,83,Vegetarian Instant Noodles Shiitake Flavour,2,7,11000
570,128,2 Minute Laksa Flavour Noodles,2,19,12000
571,83,Rangers Snack Noodles Popcorn Flavour,2,26,6000
572,129,Oriental Noodles Soto Ajam,1,27,9000
573,63,Hot spicy Flavor Instant Vermicelli,4,13,36000
574,13,Rice Fettucini Alfredo,2,28,42000
575,72,Wonton Noodles Beef Flavour,4,8,17000
576,99,Hakka Spicy Barbeque Sauce,2,2,26000
577,3,Donbei Dashi Shoyu Yakiudon,4,1,40000
578,3,Raoh Rich Miso Flavor,4,1,16000
579,3,Cup Noodles Tom Yum Goong,1,1,26000
580,3,Cup Noodle Big Seafood Clam Chowder,1,1,25000
581,3,Chikin Ramen Donburi,4,1,38000
582,3,Curry Udon,1,1,47000
583,3,Men Shokunin Shoyu,4,1,14000
584,3,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,1,1,17000
585,3,Cup Noodle Pasta Style Tarako Spaghetti,1,1,42000
586,3,Cup Noodle Big Cheese Mexican Chilli,1,1,46000
587,3,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),4,1,38000
588,3,Raoh Tonkotsu,2,1,39000
589,3,Cup Noodle Light Plus Ratatouille,1,1,25000
590,3,Cup Noodle Milk Chikin Ramen,1,1,13000
591,3,Cup Noodle,1,1,7000
592,19,Penang White curry Noodle Authentic Taste,2,11,7000
593,83,Instant Noodles Chicken Soup Flavour,2,26,45000
594,3,Yokohama Walker Iekei Ramen,4,1,49000
595,99,Quinoa Noodle With Oyster Sauce And Vegetables,2,2,22000
596,130,Singapore Prawn Soup La Mian,2,6,15000
597,3,Chinese Tan Tan Vermicelli,1,8,44000
598,119,Tokushima Ramen,2,1,45000
599,48,Assorted Pork Bone Noodle,2,13,46000
600,19,Penang Red tom Yum Goong Noodle Authentic Taste,2,11,23000
601,85,Noodles Witrh Prawn & Chicken Flavour,1,19,38000
602,3,BIG Cup Noodle Ajillo,1,1,24000
603,112,Nyonya Curry Laksa (Improved Taste),2,11,15000
604,131,Malaysia Penang Green Curry Vermicelli (New Package),2,11,31000
605,132,Kumamoto Spicy Ramen,2,1,25000
606,3,Soba Fried Noodles Classic,2,15,37000
607,6,Cheese Curry Ramyun,2,5,19000
608,3,Cup Noodles Sabor Calabresa,2,24,16000
609,110,Spicy Flavour Instant Mifun,2,8,26000
610,24,Horse Crab Flavour Ramen,2,1,41000
611,131,Malaysia Penang Red Curry Noodle,2,11,26000
612,13,Noodle Soup Seasoned With Real Kimchi,2,3,8000
613,3,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),2,3,42000
614,119,Kinchan Ramen,2,1,20000
615,4,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,2,2,11000
616,19,Penang Spicy Prawn Soup Noodle Authentic Taste,2,11,29000
617,83,Instant Noodles Coconut Milk Flavour,2,26,38000
618,133,Rice Noodles Vegetable Laksa,1,25,31000
619,133,Rice Noodles Chicken Pho,1,25,5000
620,133,Chicken Ramen,1,25,42000
621,133,Chilli Chicken Ramen,1,25,31000
622,44,Charumera Shoyu Ramen,2,1,36000
623,134,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,3,3,37000
624,83,Cup Vegetarian Instant Noodles Tom Yum Flavour,1,7,13000
625,26,Spicy Tomato Salsa Ramen,1,1,15000
626,3,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,2,3,19000
627,135,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,2,27,50000
628,130,Singapore Fish Soup La Mian,2,6,36000
629,56,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,2,2,27000
630,3,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],1,3,21000
631,24,Red King Crab Flavour Ramen,2,1,35000
632,136,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),2,7,27000
633,63,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,2,13,31000
634,130,Singapore Laksa Wholegrain La Mian,2,6,45000
635,3,Raoh Shio Ramen,2,1,50000
636,83,Oriental Style Instant Noodles Masala Flavour,2,21,9000
637,4,GGE Noodle Snack Wheat Crackers Hot Spicy,2,2,9000
638,1,Sugomen Niigata Seabura Shoyu Ramen,4,1,19000
639,137,Always Mi Goreng Perisa Sambal Udang,2,11,45000
640,138,Good Noodles Tandoori,2,27,46000
641,3,Cup Noodle Pasta Style Bolognese,1,1,33000
642,83,Instant Noodles Shrimp Creamy Tom Yum Flavour,2,26,27000
643,3,Donbei Kamodashi Soba,4,1,11000
644,83,Chicken Soup Flavour Cup Noodles,1,26,31000
645,139,Rice Noodle Coconut Curry,2,3,46000
646,93,Guanmiao Dried Noodles With Oleum Sesami,2,2,15000
647,93,Guanmiao Dried Noodles With Spicy Sauce,2,2,45000
648,93,Guanmiao Dried Noodles With Authentic Sauce,2,2,26000
649,93,Guanmiao Dried Noodles With Shallot Flavor,2,2,20000
650,140,Instant Noodles chicken Flavour,2,16,9000
651,135,Island Of Flavours Lemongrass Instant Noodles Soup,2,27,9000
652,83,Instant Noodles Minced Pork Flavour,2,29,23000
653,136,Instant Noodles Oriental Style Chicken Flavour,2,7,41000
654,73,Kogashi Megiiri Tonkotsu Kagoshima Ramen,4,1,11000
655,3,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,4,3,38000
656,27,Juzz's Mee Creamy Chicken Flavour,2,6,11000
657,63,Broad Noodle Artificial Beef Flavor,2,13,9000
658,129,Oriental Noodles Teriyaki,1,27,20000
659,141,Instant Cup Mi Kuah Rasa Baso Spesial,1,12,17000
660,3,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],1,3,34000
661,132,Ramen Tonkotudou Kumamoto Noodles,2,1,14000
662,26,Shiroi Chikara Mochi Udon,4,1,24000
663,142,Instant Noodles chicken Flavour,2,27,36000
664,134,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,3,3,11000
665,3,Soba Fried Noodles Teriyaki,2,15,36000
666,132,Yuzu Sesame Sauce Udon,4,1,6000
667,27,Juzz's Mee Curry Flavour,2,6,50000
668,143,Mushroom Rice Noodle Soup Bowl,4,3,15000
669,83,Instant Noodles Chicken Sichek Flavour,2,26,41000
670,3,Emergency Chikin Ramen Cup Noodle,1,1,16000
671,3,Chow Mein Pad Thai,3,3,9000
672,144,Instant Noodles With Chicken Flavouring,2,16,40000
673,3,Kuroma-yu Tonkotsu Kumamoto Ramen,4,1,24000
674,130,Singapore Curry Wholegrain La Mian,2,6,33000
675,74,Chicken Flavour Asian Style Instant Noodles,2,9,33000
676,145,Nuudeli Kana Nudlar Kyckling,2,30,23000
677,140,Instant Noodles Duck Flavour,2,16,37000
678,146,Tonkotsu Ramen,2,1,34000
679,83,Seafood Tom Yum Sichek Flavour,2,26,48000
680,27,Juzz's Mee Original Spicy Flavour,2,6,18000
681,137,Always Mi Goreng Perisa Kari Kapitan,2,11,37000
682,135,Island Of Flavours Thai Royal Shrimp Instant Noodles,2,27,11000
683,48,Spicy Fish Noodle,4,13,6000
684,3,Cup Noodle Massaman Curry,1,1,6000
685,144,Instant Noodles Duck Flavour,2,16,28000
686,26,Seimen Houjyun Koku Shoyu,4,1,38000
687,83,Rangers Snack Noodles BBQ Flavour,2,26,21000
688,3,Cup Noodle Sio,1,1,11000
689,20,Cheese Ramen,2,5,19000
690,3,Cup Noodles Homestyle Chicken,1,3,39000
691,147,Beef Tongue Shio Mayo Ramen,2,1,30000
692,83,Rangers Snack Noodles Sour Cream Flavour,2,26,8000
693,3,Cup Noodles Kyushu White Flavour,1,6,20000
694,44,Mee Poh Dry,2,6,40000
695,44,Chicken Abalone Flavour,4,6,40000
696,44,Ramen Char Mee 100,2,6,13000
697,44,La Ramen Spicy Mushroom Flavour Big Bowl,4,6,48000
698,44,Mee Goreng,2,6,24000
699,44,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,4,6,28000
700,44,Chicken Abalone Flavour,2,6,11000
701,44,Thai Tom Yam Flavour,4,6,44000
702,44,Chicken Tanmen Flavour,2,6,38000
703,44,Extra Spicy Singapore Curry Big Bowl,4,6,38000
704,44,La Ramen Spicy Mushroom Flavour,2,6,27000
705,44,Chicken Flavour,2,6,28000
706,82,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,2,3,15000
707,137,Always Mi Goreng Perisa Thai Tom Yam,2,11,41000
708,148,Wei Wei A Instant Noodles Chicken Flavor,4,2,18000
709,132,Hakata Ossyoi,2,1,44000
710,3,Cup Noodles Minced Pork Flavour,1,7,42000
711,144,Instant Noodles With Beef Flavouring,2,16,24000
712,3,Soba Fried Noodles Chili,2,15,45000
713,73,Kuroma-yu Tonkotsu Kumamoto Ramen,4,1,7000
714,149,Premier Bowl Instant Noodles Stewed Pork Flavour,4,7,8000
715,19,Penang Spicy Prawn Soup Noodle,2,11,26000
716,150,Shrimp Tom Yum Flavour Cup Noodles,1,26,32000
717,3,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,2,3,22000
718,151,Broad Noodle Pickled Vegetable Artificial Beef Flavor,2,13,34000
719,137,Always Mi Goreng Perisa Asli,2,11,31000
720,129,Oriental Noodles Groene Curry,1,27,28000
721,3,Cupo Noodle Pasta Style Vongole,1,1,36000
722,150,Instant Noodles chicken Green Curry Flavour,2,29,42000
723,44,Wantan Men,4,1,39000
724,134,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,3,3,21000
725,36,Instant Cup Noodles Mi Goreng Fried Noodles,1,12,41000
726,152,Negi Man Ramen,2,1,27000
727,150,Chinese Kitchen Chinese Style Instant Noodles,2,26,7000
728,140,Instant Noodles Shrimp Flavour,2,16,44000
729,44,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,4,3,9000
730,24,Snow Crab Flavour Shio Ramen,2,1,46000
731,3,Raoh Ramen Noodle Soup Umami Miso Flavor,2,3,22000
732,153,Instant Rice Vermicelli Clear Soup Flavour,2,11,23000
733,19,Penang Red tom Yum Goong Noodle (New Version),2,11,34000
734,129,Oriental Noodles Hot & Spicy,2,27,12000
735,3,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,3,3,34000
736,150,Oriental Style Instant Noodles Shrimp Flavour,2,21,25000
737,154,Gold Sumire Ramen,4,1,41000
738,155,Sunbaked Noodles With Sesame Sauce,2,2,7000
739,155,Purple Sweet Potato Noodles With Taiwanese Sauce,2,2,37000
740,155,Sunbaked Noodles With Spicy Sauce,2,2,31000
741,155,Sweet Potato Noodles With Sesame Paste Sauce,2,2,35000
742,156,Taste Of Malaysia Penang White Curry Ramen,2,11,24000
743,156,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,2,11,31000
744,156,Taste Of Malaysia Penang Hokkien Mee Ramen,2,11,18000
745,156,Taste Of Malaysia Penang White Curry Fried Instant Noodle,2,11,5000
746,156,Taste Of Malaysia Penang Asam Laksa Ramen,2,11,31000
747,156,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,2,11,40000
748,156,Instant Noodles With Chicken Flavour,2,11,13000
749,149,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,2,7,20000
750,147,Plum Mayo Ramen,2,1,31000
751,98,Sichuan Pepper Flavor,2,2,29000
752,98,Hu Sesame Flavor,2,2,5000
753,98,Scallion With Sichuan Pepper  Flavor,2,2,12000
754,13,Zha Wang ((Jjawang) Noodles With Chajang Sauce,2,5,20000
755,150,Instant Noodles Stewed Beef Flavour,2,29,22000
756,63,Broad Noodle Chilli Oil Flavor,2,13,36000
757,13,Soon Veggie Noodle Soup,1,3,12000
758,19,MeeKuali spicy Fried Noodle,2,11,30000
759,118,Mi Kuah Rasa Baso Spesial,2,12,18000
760,44,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,4,3,31000
761,157,Veggie King Buddha Jump Instant Noodles,4,2,44000
762,149,Premier Bowl Instant Noodles Suki Flavour,4,7,12000
763,158,Nara Tenri Shoyu Ramen,4,1,14000
764,159,Penang Vegetarian Prawn Instant Bowl Noodles,4,11,20000
765,74,Asian Style Instant Noodles Artificial Beef Flavor,4,9,28000
766,160,Hingya no Shio Ramen,2,1,8000
767,135,Island Of Flavours Tom Yum Instant Noodles Soup,2,27,43000
768,3,Soba Fried Noodles Curry,2,15,26000
769,48,Mushroom Instant Noodle,4,13,25000
770,129,Oriental Noodles Oosterse Groenten,2,27,22000
771,19,Penang White Curry Noodle (New Version),2,11,11000
772,73,Nagahama Hakata Tonkotsu Ramen,4,1,42000
773,150,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,1,7,5000
774,71,Tom Yum Goong Flavour Instant Noodle,1,7,50000
775,86,Mi Segera Mmm... Perisa Goreng Ala Indonesia,2,11,32000
776,150,Oriental Style Instant Noodles Tandoori Flavour,2,21,26000
777,161,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,2,16,39000
778,150,Vegetarian Instant Noodles Tom Yum Flavour,2,7,49000
779,3,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,1,3,39000
780,151,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),2,13,6000
781,162,Soup All Natural Hot & Sour,1,3,35000
782,143,Spring Onion Rice Noodle Soup Bowl,4,3,8000
783,142,Instant Noodles Vegetable Flavour,2,27,50000
784,71,Instant Rice Vermicelli Crab Flavour,2,7,42000
785,24,Salty Taste Chanko Noodle,2,1,41000
786,163,Kimchee Flavour Noodle Soup,2,22,11000
787,156,Shallot Chicken Instant Noodles,2,11,10000
788,86,Mi Segera Mmm... Perisa Asam Laksa,2,11,17000
789,124,Soup Spices Noodle Mee Rempahan Sup,2,11,5000
790,156,Tom Yam Instant Noodles,2,11,38000
791,164,Kimchi,1,11,36000
792,86,Mi Segera Mmm... Perisa Ayam Cendawan,2,11,12000
793,164,Curry Flavour Noodles,1,11,30000
794,153,Kua Teaw Segera,2,11,12000
795,3,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,3,3,18000
796,164,Instant Noodles Black Pepper Crab Mi Goreng,1,11,47000
797,165,Hakata Tonkotsu Ramen,2,1,37000
798,142,Instant Noodles Creamy Tom Yum Shrimp Flavour,2,27,26000
799,166,Beef Flavour Instant Noodles,2,22,42000
800,19,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),4,11,6000
801,67,Non-Fried Noodle Blackbean Sauce Noodle With Squid,2,5,10000
802,167,Instant Non-Fried Noodles Tomato Flavour,2,2,6000
803,87,Spicy King Spicy Chicken,2,13,10000
804,87,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,4,13,47000
805,87,Spicy King Bowl Noodle Spicy Chicken,4,13,41000
806,87,Spicy King Bowl Noodle Spicy Beef,4,13,43000
807,87,Spicy King Spicy Pork,2,13,39000
808,87,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,4,13,33000
809,87,Spicy King Spicy Beef,2,13,6000
810,87,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,4,13,13000
811,87,Spicy King Bowl Noodle Spicy Pork,4,13,41000
812,120,Chef Lontong Flavour,2,11,10000
813,1,Negi Miso No Ippin Ramen,4,1,9000
814,150,Instant Noodles Shrimp Tom Yum Flavour,2,29,12000
815,16,Bulnak Boeummyun King Noodle,4,5,18000
816,3,Cup Noodles Ramen Noodles With Shrimp (New Package) ,1,3,10000
817,145,Nuudeli Tom Yum Katkarapu,2,30,23000
818,168,Tuna Flavor Ramen,2,1,15000
819,34,Sesame & Pepper,2,2,13000
820,169,Natural Quality Foods Pad Thai Noodle Bowl,4,3,17000
821,1,Homestyle Tonjiru,4,1,9000
822,3,Cup Noodles Moo Manao Flavour,1,7,18000
823,156,Duck Instant Noodles,2,11,6000
824,142,Instant Noodles Beef Flavour,2,27,46000
825,99,Veggie Noodle Carrot Noodle With Original Sauce,2,2,17000
826,150,Oriental Style Instant Noodles Hot & Spicy Flavour,2,21,47000
827,16,King Bowl Super Spicy Pan Stirfried Noodle,4,5,43000
828,143,Garlic Rice Noodle Soup Bowl,4,3,5000
829,147,Mayo Ramen,2,1,31000
830,34,Spicy & Sour Flavor,2,2,34000
831,118,Instant Cup Mi Kuah Rasa Soto,1,12,37000
832,149,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,2,7,21000
833,163,Chili Chicken Flavour Noodle Soup,1,22,44000
834,156,Curry Instant Noodles,2,11,11000
835,73,Ramen Shoyu Taste,4,1,39000
836,138,Good Noodles Kerrie,2,27,20000
837,99,Veggie Noodle Baby Grass Noodle With Toona Sauce,2,2,24000
838,150,Rangers Snack Noodles Shrimp Tom Yum Flavour,2,26,38000
839,170,Curry Me! Penang White Curry Stir-fry Noodle,2,11,12000
840,44,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,4,3,7000
841,48,Braised Beef Noodle,2,13,8000
842,3,Raoh Tanrei Koku Shio Ramen,4,1,16000
843,59,Instant Noodles Shrimp Tom Yum Flavour,1,7,6000
844,118,Instant Cup Mi Goreng,1,12,38000
845,120,Monster Snek Mi Pedas,2,11,48000
846,48,Tomato Sauce Instant Noodle,4,13,29000
847,171,Laksa Singapura,2,6,7000
848,140,Instant Noodles Beef Flavour,2,15,26000
849,164,Seafood Flavour Noodles,1,11,26000
850,150,Instant Noodles Creamy Shrimp Tom Yum Flavour,2,29,23000
851,172,BBQ Pork Flavor Chow Mein,2,2,9000
852,148,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,1,2,42000
853,173,Tenobe Somen,4,1,10000
854,4,Jah Jan Men,4,2,36000
855,174,Oh! Ricey Pho Ga,4,9,9000
856,99,Veggie Noodle Black Sesame Noodle,2,2,43000
857,145,Nuudeli Liha Nudlar Kott,2,30,33000
858,175,Artificial Beef Instant Noodles With Soup Base,2,13,41000
859,112,Otentiq Cheezy Curry Instant Noodles,2,11,32000
860,176,Mi Goreng Dengan Abon,2,12,35000
861,120,Chef Lontong Flavour,1,11,32000
862,71,Grilled Pork Flavour Instant Noodles,4,7,46000
863,174,Hao Hao Sate Onion Flavour,1,9,9000
864,177,Sarawak White Laksa Instant Noodle,2,31,21000
865,150,Instant Noodles Egg Protein Noodles,2,26,42000
866,149,Instant Noodles Minced Pork Flavor,2,7,47000
867,48,Sichuan Hot Spicy Fish,2,13,10000
868,112,Otentiq Cheezy Mushroom Instant Noodles,2,11,23000
869,178,Organic Miso Ramen,2,1,18000
870,159,Vegetarian Penang Laksa,2,11,50000
871,167,Instant Non-Fried Noodles Vegetable Curry Flavor,2,2,49000
872,144,Instant Noodles With Shrimp Flavouring,2,16,18000
873,179,Sibu Instant Kampua Original,2,31,48000
874,163,Hot & Spicy Flavour Noodle Soup,4,22,9000
875,35,Hot Cup Goreng Perencah Cili Fiesta,1,11,29000
876,180,Gold Bihun Kari Heritage Instant Rice Vermicelli,2,11,29000
877,175,Sour & Spicy Flavour,2,13,42000
878,181,Super Tom Yum Shrimp,1,7,29000
879,6,Seafood Noodle,1,1,39000
880,178,Organic Shoyu Ramen,2,1,15000
881,99,Hakka Flat Noodle With Za Jiang Sauce,2,2,9000
882,156,Mi goreng Pedas Chewy & springy,2,11,41000
883,26,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,1,3,15000
884,179,Instant Kampua Dark Soy Sauce,2,31,39000
885,150,Cup Yentafo Tom Yum Mohfai,1,7,12000
886,150,Cup Shrimp Creamy Tom Yum,1,7,11000
887,150,Instant Rice Vermicelli Bihun Goreng Original Flavour,2,7,42000
888,150,Instant Noodles coconut Milk Flavour,1,26,25000
889,150,Oriental Style Instant Noodles Chicken Flavour,2,21,44000
